results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime,seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2,seconds.1,arousal.1,valence.1,cheerful.1,happy.1,angry.1,nervous.1,sad.1,boredom.1,confusion.1,delight.1,concentration.1,frustration.1,surprise.1,none_1.1,confrustion.1,contempt.1,dejection.1,disgust.1,eureka.1,pride.1,sorrow.1,none_2.1
0.77631879,,0.91283858,332.500s,332.300s,Warden,1,en-us,334.396559s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.77631879,,0.37796825,333.100s,332.500s,-,1,en-us,334.396559s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342, I do agree that immigrants do tend to take on lower-end drops then the natives however I think that again shows how not ready we are as a country to let in these refugees despite the fact despite the fact that on the global scale we already have evidence of immigrants taking the raindrops just to get America Europe for this thing what is it you tend to take jobs that the native Stone want,0.91283858,335.400s,335.100s,I,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,336s,335.800s,do,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,336.300s,336s,agree,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,336.800s,336.300s,that,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,337.400s,336.800s,immigrants,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,337.600s,337.400s,do,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,337.800s,337.600s,tend,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,337.900s,337.800s,to,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,338.200s,337.900s,take,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,338.300s,338.200s,on,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,338.700s,338.300s,lower-end,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,339.200s,338.700s,drops,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,339.700s,339.200s,then,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,340.500s,340.400s,the,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,341s,340.500s,natives,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,341.500s,341.300s,however,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,341.600s,341.500s,I,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,342.100s,341.600s,think,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,342.300s,342.200s,that,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,342.700s,342.300s,again,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,343.200s,342.700s,shows,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,344s,343.200s,how,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,345.600s,345.200s,not,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,345.800s,345.600s,ready,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,346.100s,345.800s,we,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,346.300s,346.100s,are,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,346.500s,346.300s,as,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,346.500s,346.500s,a,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,346.900s,346.500s,country,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,347.100s,346.900s,to,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.76081192,347.300s,347.100s,let,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.76081187,347.500s,347.300s,in,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.885373,347.700s,347.500s,these,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,348.300s,347.700s,refugees,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,349.600s,349.100s,despite,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,349.800s,349.600s,the,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.88690352,350.300s,349.800s,fact,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,351s,350.700s,despite,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,351.100s,351s,the,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,351.300s,351.100s,fact,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.76563215,351.800s,351.300s,that,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,352.100s,352s,on,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.90347725,352.200s,352.100s,the,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,352.600s,352.200s,global,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.8386237,352.800s,352.600s,scale,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,352.900s,352.800s,we,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.8386237,353.100s,352.900s,already,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.90708119,353.600s,353.100s,have,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.87733895,354.100s,353.600s,evidence,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.85272133,354.300s,354.100s,of,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,354.600s,354.300s,immigrants,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91153681,354.800s,354.600s,taking,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.86991584,355s,354.800s,the,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,355.500s,355s,raindrops,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,355.700s,355.500s,just,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.86463332,355.800s,355.700s,to,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.88655996,356.100s,355.800s,get,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.75409573,356.900s,356.100s,America,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.74272341,357.600s,357.200s,Europe,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.75023848,357.700s,357.600s,for,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.78272295,358.100s,357.700s,this,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,358.500s,358.300s,thing,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,358.700s,358.500s,what,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.73467511,358.800s,358.700s,is,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.74175662,358.900s,358.800s,it,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.71735334,359s,358.900s,you,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,359.300s,359s,tend,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.72887498,359.400s,359.300s,to,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.83762461,359.600s,359.400s,take,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.86660451,360s,359.600s,jobs,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.70705086,360.500s,360s,that,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.91283858,360.600s,360.500s,the,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.90677041,360.900s,360.600s,native,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.78215683,361.100s,360.900s,Stone,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87484342,,0.76000869,361.500s,361.100s,want,2,en-us,361.738419s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209, do you agree that immigrants do tend to take on lower-end jobs than the natives however I think that again shows how not ready we are as a country to let in these refugees despite the fact that despite the fact that on the global scale we already have evidence of immigrants taking the raindrops just look at America Europe there's things you tend to take jobs that the natives don't want,0.91283858,335.900s,335.800s,do,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,335.900s,335.900s,you,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,336.300s,335.900s,agree,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,336.700s,336.300s,that,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,337.300s,336.800s,immigrants,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,337.500s,337.300s,do,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,337.700s,337.500s,tend,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,337.800s,337.700s,to,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,338.100s,337.800s,take,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,338.300s,338.100s,on,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,338.700s,338.300s,lower-end,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,339.100s,338.700s,jobs,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,339.600s,339.100s,than,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,340.400s,340.300s,the,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,341s,340.400s,natives,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,341.500s,341.300s,however,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,341.500s,341.500s,I,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,342.100s,341.500s,think,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,342.300s,342.100s,that,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,342.600s,342.300s,again,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,343.100s,342.600s,shows,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,344s,343.100s,how,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,345.500s,345.200s,not,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,345.800s,345.500s,ready,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,346s,345.800s,we,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,346.300s,346s,are,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,346.400s,346.300s,as,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,346.400s,346.400s,a,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,346.900s,346.400s,country,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,347.100s,346.900s,to,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,347.300s,347.100s,let,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,347.400s,347.300s,in,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,347.600s,347.400s,these,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,348.300s,347.600s,refugees,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,349.600s,349s,despite,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,349.700s,349.600s,the,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,350.300s,349.700s,fact,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.53707695,350.400s,350.300s,that,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.85799289,350.900s,350.600s,despite,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,351s,350.900s,the,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.77115589,351.200s,351s,fact,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.55924547,351.700s,351.200s,that,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,352.100s,352s,on,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.72281539,352.200s,352.100s,the,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,352.500s,352.200s,global,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.6608116,352.700s,352.500s,scale,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,352.800s,352.700s,we,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.6608116,353s,352.800s,already,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.72488177,353.500s,353s,have,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.69684505,354s,353.600s,evidence,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.67861521,354.200s,354s,of,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,354.600s,354.200s,immigrants,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.73672241,354.800s,354.600s,taking,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,354.900s,354.800s,the,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.85107893,355.400s,354.900s,raindrops,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,355.700s,355.500s,just,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.7142964,355.800s,355.700s,look,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.80376196,356s,355.800s,at,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.72693855,356.800s,356.100s,America,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.65334284,357.700s,357.200s,Europe,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.7710014,358s,357.700s,there's,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,358.700s,358.300s,things,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.64447683,359s,358.700s,you,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,359.200s,359s,tend,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,359.300s,359.200s,to,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.74762893,359.600s,359.300s,take,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.87501758,359.900s,359.600s,jobs,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.59192085,360.400s,359.900s,that,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.91283858,360.500s,360.500s,the,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.75690717,360.800s,360.500s,natives,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.72250259,361s,360.800s,don't,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84735209,,0.72725922,361.400s,361s,want,1,en-us,361.768487s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641, and I'm pretty sure a lot of them generation also knows this fact and even then we're still against it and I think the fact that the younger generation is focusing on their own I guess survival than the lives of these people these poor people who are escaping Civil War just goes to show that currently the imagination isn't interested in monitoring efforts and I think we should also be very careful of the political,0.91283858,362.900s,362.300s,and,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,363.200s,363.100s,I'm,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,363.400s,363.200s,pretty,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,363.900s,363.400s,sure,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,364s,363.900s,a,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,364.200s,364s,lot,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,364.200s,364.200s,of,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,364.400s,364.200s,them,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,364.800s,364.400s,generation,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,365.100s,364.800s,also,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84184641,,0.91283858,365.400s,365.100s,knows,2,en-us,392.057013s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
