,Unnamed: 0,reult/alternative/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p25,seconds,arousal,valence,happy,angry,nervous,sad,p26,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p25_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p26_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
549,549,0.91283852,,0.91283858,303.2,303.0,too,25,en-us,310.793157,,270.0,4.0,3.333,1.667,1.0,1.667,1.0,,270.0,3.0,3.667,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
550,550,0.91283852,,0.91283858,303.8,303.2,long,25,en-us,310.793157,,270.0,4.0,3.333,1.667,1.0,1.667,1.0,,270.0,3.0,3.667,2.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
551,551,0.91283852,,0.91283858,304.0,303.8,and,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
552,552,0.91283852,,0.91283858,304.1,304.0,it's,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
553,553,0.91283852,,0.91283858,304.5,304.1,not,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
554,554,0.91283852,,0.91283858,304.9,304.5,good,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
555,555,0.91283852,,0.91283858,305.1,304.9,for,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
556,556,0.91283852,,0.91283858,305.2,305.1,the,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
557,557,0.91283852,,0.91283858,305.6,305.2,image,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
558,558,0.91283852,,0.91283858,306.2,305.6,also,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
559,559,0.91283852,,0.91283858,307.4,306.8,yeah,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
560,560,0.91283852,,0.91283858,308.6,307.9,and,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
561,561,0.91283852,,0.91283858,309.4,308.6,to,25,en-us,310.793157,,275.0,3.333,3.667,1.333,1.0,1.667,1.0,,275.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
562,562,0.91283852,,0.91283858,310.0,309.5,like,25,en-us,310.793157,,280.0,2.667,3.667,1.333,1.0,1.333,1.0,,280.0,3.0,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
563,563,0.91283852, we don't know like if we accept the refugee,0.91283858,312.0,311.9,we,25,en-us,318.941592,,280.0,2.667,3.667,1.333,1.0,1.333,1.0,,280.0,3.0,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
564,564,0.91283852,,0.91283858,312.1,312.0,don't,25,en-us,318.941592,,280.0,2.667,3.667,1.333,1.0,1.333,1.0,,280.0,3.0,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
565,565,0.91283852,,0.91283858,312.3,312.1,know,25,en-us,318.941592,,280.0,2.667,3.667,1.333,1.0,1.333,1.0,,280.0,3.0,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
566,566,0.91283852,,0.91283858,312.8,312.3,like,25,en-us,318.941592,,280.0,2.667,3.667,1.333,1.0,1.333,1.0,,280.0,3.0,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
567,567,0.91283852,,0.91283858,314.1,313.5,if,25,en-us,318.941592,,280.0,2.667,3.667,1.333,1.0,1.333,1.0,,280.0,3.0,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
568,568,0.91283852,,0.91283858,315.2,314.3,we,25,en-us,318.941592,,280.0,2.667,3.667,1.333,1.0,1.333,1.0,,280.0,3.0,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
569,569,0.91283852,,0.91283858,316.8,316.2,accept,25,en-us,318.941592,,285.0,2.667,3.667,1.333,1.0,1.333,1.0,,285.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
570,570,0.91283852,,0.91283858,317.5,316.8,the,25,en-us,318.941592,,285.0,2.667,3.667,1.333,1.0,1.333,1.0,,285.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
571,571,0.91283852,,0.91283858,318.3,317.6,refugee,25,en-us,318.941592,,285.0,2.667,3.667,1.333,1.0,1.333,1.0,,285.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
572,572,0.83865958, nothing can guarantee about Korean citizens life security and I think also is like the Privacy also so I think so yeah I also accept that for this comment about a researcher is and also the some highlighter for receive other citizenship of South Korea and but I think,0.91283858,320.1,319.7,nothing,26,en-us,349.470663,,285.0,2.667,3.667,1.333,1.0,1.333,1.0,,285.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
573,573,0.83865958,,0.91283858,320.3,320.1,can,26,en-us,349.470663,,285.0,2.667,3.667,1.333,1.0,1.333,1.0,,285.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
574,574,0.83865958,,0.91283858,321.2,320.3,guarantee,26,en-us,349.470663,,285.0,2.667,3.667,1.333,1.0,1.333,1.0,,285.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
575,575,0.83865958,,0.91283858,322.6,321.8,about,26,en-us,349.470663,,285.0,2.667,3.667,1.333,1.0,1.333,1.0,,285.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
576,576,0.83865958,,0.91283858,323.3,322.6,Korean,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
577,577,0.83865958,,0.91283858,324.1,323.3,citizens,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
578,578,0.83865958,,0.85236222,325.4,324.8,life,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
579,579,0.83865958,,0.91283858,327.5,326.6,security,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
580,580,0.83865958,,0.91283858,328.7,328.0,and,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
581,581,0.83865958,,0.91283858,329.3,329.2,I,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
582,582,0.83865958,,0.89904416,329.5,329.3,think,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
583,583,0.83865958,,0.91283858,329.9,329.5,also,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
584,584,0.83865958,,0.91283858,330.1,329.9,is,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
585,585,0.83865958,,0.91283858,330.7,330.1,like,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
586,586,0.83865958,,0.91283858,331.1,331.0,the,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
587,587,0.83865958,,0.91283858,331.7,331.1,Privacy,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
588,588,0.83865958,,0.91283858,332.1,331.7,also,26,en-us,349.470663,,290.0,2.667,3.667,1.333,1.0,1.333,1.0,,290.0,2.667,3.0,1.0,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
589,589,0.83865958,,0.91283858,333.1,332.9,so,26,en-us,349.470663,,295.0,2.667,3.667,1.333,1.0,1.333,1.0,,295.0,2.667,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
590,590,0.83865958,,0.91283858,333.1,333.1,I,26,en-us,349.470663,,295.0,2.667,3.667,1.333,1.0,1.333,1.0,,295.0,2.667,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
591,591,0.83865958,,0.91142184,333.5,333.1,think,26,en-us,349.470663,,295.0,2.667,3.667,1.333,1.0,1.333,1.0,,295.0,2.667,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
592,592,0.83865958,,0.91283858,333.6,333.5,so,26,en-us,349.470663,,295.0,2.667,3.667,1.333,1.0,1.333,1.0,,295.0,2.667,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
593,593,0.83865958,,0.85236251,335.3,334.8,yeah,26,en-us,349.470663,,295.0,2.667,3.667,1.333,1.0,1.333,1.0,,295.0,2.667,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
594,594,0.83865958,,0.85236222,336.2,336.2,I,26,en-us,349.470663,,295.0,2.667,3.667,1.333,1.0,1.333,1.0,,295.0,2.667,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
595,595,0.83865958,,0.90566105,336.9,336.2,also,26,en-us,349.470663,,295.0,2.667,3.667,1.333,1.0,1.333,1.0,,295.0,2.667,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
596,596,0.83865958,,0.91283858,337.4,337.0,accept,26,en-us,349.470663,,295.0,2.667,3.667,1.333,1.0,1.333,1.0,,295.0,2.667,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
597,597,0.83865958,,0.87760603,337.8,337.4,that,26,en-us,349.470663,,295.0,2.667,3.667,1.333,1.0,1.333,1.0,,295.0,2.667,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
598,598,0.83865958,,0.88928521,338.8,338.2,for,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
599,599,0.83865958,,0.903332,339.3,338.9,this,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
600,600,0.83865958,,0.91283858,339.6,339.3,comment,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
601,601,0.83865958,,0.86632216,339.9,339.6,about,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
602,602,0.83865958,,0.64194387,340.0,339.9,a,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
603,603,0.83865958,,0.51617509,340.7,340.0,researcher,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
604,604,0.83865958,,0.7076214,341.5,341.2,is,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
605,605,0.83865958,,0.91283858,342.2,341.9,and,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
606,606,0.83865958,,0.70745873,342.4,342.2,also,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
607,607,0.83865958,,0.62602156,342.7,342.4,the,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
608,608,0.83865958,,0.83551055,343.0,342.7,some,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
609,609,0.83865958,,0.75904882,343.8,343.0,highlighter,26,en-us,349.470663,,300.0,2.667,3.667,1.333,1.0,1.333,1.0,,300.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
610,610,0.83865958,,0.91283858,344.2,344.0,for,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
611,611,0.83865958,,0.91283858,344.5,344.2,receive,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
612,612,0.83865958,,0.75759441,344.9,344.5,other,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
613,613,0.83865958,,0.91283858,345.6,344.9,citizenship,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
614,614,0.83865958,,0.68541759,345.9,345.6,of,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
615,615,0.83865958,,0.91283858,346.2,345.9,South,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
616,616,0.83865958,,0.7050525,346.7,346.2,Korea,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
617,617,0.83865958,,0.50124723,347.5,347.3,and,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
618,618,0.83865958,,0.70943457,348.1,347.5,but,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
619,619,0.83865958,,0.72854984,348.5,348.4,I,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
620,620,0.83865958,,0.58252865,349.3,348.5,think,26,en-us,349.470663,,305.0,3.0,3.667,1.333,1.0,1.333,1.0,,305.0,2.667,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
621,621,0.82129508, Florida to South Korea to policy of accepting a refugee is on is also already rigorous for that because of the rest of accepting it just only 2%,0.88718295,350.6,350.2,Florida,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
622,622,0.82129508,,0.88718319,350.8,350.6,to,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
623,623,0.82129508,,0.91283858,351.1,350.8,South,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
624,624,0.82129508,,0.91283858,351.5,351.1,Korea,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
625,625,0.82129508,,0.91283858,352.2,351.5,to,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
626,626,0.82129508,,0.91283858,353.1,352.5,policy,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
627,627,0.82129508,,0.91283858,353.4,353.1,of,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
628,628,0.82129508,,0.91283858,353.9,353.4,accepting,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
629,629,0.82129508,,0.91283858,354.0,353.9,a,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
630,630,0.82129508,,0.91283858,354.5,354.0,refugee,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
631,631,0.82129508,,0.91283858,354.8,354.5,is,26,en-us,364.725175,,310.0,3.333,3.667,1.0,1.0,2.0,1.0,,310.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
632,632,0.82129508,,0.91021752,356.6,356.0,on,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
633,633,0.82129508,,0.91283858,357.7,357.4,is,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
634,634,0.82129508,,0.91283858,359.0,358.5,also,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
635,635,0.82129508,,0.91283858,359.4,359.0,already,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
636,636,0.82129508,,0.91283858,360.0,359.4,rigorous,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
637,637,0.82129508,,0.91283858,360.1,360.0,for,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
638,638,0.82129508,,0.91283858,360.3,360.1,that,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
639,639,0.82129508,,0.91283858,360.7,360.3,because,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
640,640,0.82129508,,0.91283858,360.9,360.7,of,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
641,641,0.82129508,,0.91283858,361.3,360.9,the,26,en-us,364.725175,,315.0,3.333,3.667,1.0,1.0,2.0,1.0,,315.0,3.333,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
642,642,0.82129508,,0.47498533,361.6,361.3,rest,26,en-us,364.725175,,320.0,3.333,3.667,1.0,1.0,1.667,1.0,,320.0,3.0,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
643,643,0.82129508,,0.69688165,362.0,361.6,of,26,en-us,364.725175,,320.0,3.333,3.667,1.0,1.0,1.667,1.0,,320.0,3.0,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
644,644,0.82129508,,0.47498539,362.8,362.3,accepting,26,en-us,364.725175,,320.0,3.333,3.667,1.0,1.0,1.667,1.0,,320.0,3.0,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
645,645,0.82129508,,0.4749853,363.0,362.8,it,26,en-us,364.725175,,320.0,3.333,3.667,1.0,1.0,1.667,1.0,,320.0,3.0,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
646,646,0.82129508,,0.57924885,363.2,363.0,just,26,en-us,364.725175,,320.0,3.333,3.667,1.0,1.0,1.667,1.0,,320.0,3.0,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
647,647,0.82129508,,0.63664061,363.5,363.2,only,26,en-us,364.725175,,320.0,3.333,3.667,1.0,1.0,1.667,1.0,,320.0,3.0,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
648,648,0.82129508,,0.54285705,364.3,363.5,2%,26,en-us,364.725175,,320.0,3.333,3.667,1.0,1.0,1.667,1.0,,320.0,3.0,3.667,1.667,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
649,649,0.77359784, from there over ten thousand Thirty thousands of people to apply for energy but cannot expect but get the rejection from that and by racing there are there are some requests of petition from the citizens of to the Blue House of Korean and I think the government now considering that to give more deliberate,0.728149,367.4,367.0,from,26,en-us,395.855607,,325.0,3.333,3.667,1.333,1.0,1.667,1.0,,325.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
650,650,0.77359784,,0.84220564,368.0,367.4,there,26,en-us,395.855607,,325.0,3.333,3.667,1.333,1.0,1.667,1.0,,325.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
651,651,0.77359784,,0.75994682,368.8,368.2,over,26,en-us,395.855607,,325.0,3.333,3.667,1.333,1.0,1.667,1.0,,325.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
652,652,0.77359784,,0.69098639,369.3,368.8,ten,26,en-us,395.855607,,325.0,3.333,3.667,1.333,1.0,1.667,1.0,,325.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
653,653,0.77359784,,0.68992138,369.8,369.3,thousand,26,en-us,395.855607,,325.0,3.333,3.667,1.333,1.0,1.667,1.0,,325.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
654,654,0.77359784,,0.69098645,370.7,370.3,Thirty,26,en-us,395.855607,,325.0,3.333,3.667,1.333,1.0,1.667,1.0,,325.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
655,655,0.77359784,,0.91283858,371.2,370.7,thousands,26,en-us,395.855607,,325.0,3.333,3.667,1.333,1.0,1.667,1.0,,325.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
656,656,0.77359784,,0.90562707,371.5,371.2,of,26,en-us,395.855607,,325.0,3.333,3.667,1.333,1.0,1.667,1.0,,325.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
657,657,0.77359784,,0.91283858,371.9,371.5,people,26,en-us,395.855607,,325.0,3.333,3.667,1.333,1.0,1.667,1.0,,325.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
658,658,0.77359784,,0.85110331,372.2,371.9,to,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
659,659,0.77359784,,0.72603053,372.9,372.2,apply,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
660,660,0.77359784,,0.68382525,373.3,373.1,for,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
661,661,0.77359784,,0.87114817,373.6,373.3,energy,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
662,662,0.77359784,,0.72453594,374.0,373.6,but,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
663,663,0.77359784,,0.72721159,374.3,374.0,cannot,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
664,664,0.77359784,,0.67539519,374.8,374.3,expect,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
665,665,0.77359784,,0.72177404,375.1,374.8,but,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
666,666,0.77359784,,0.91283858,375.3,375.1,get,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
667,667,0.77359784,,0.91283858,375.4,375.3,the,26,en-us,395.855607,,330.0,3.333,3.667,1.333,1.0,1.667,1.0,,330.0,3.667,4.0,1.667,1.0,1.333,1.0,,,,,,,,,,,,,,,,,
